edad,ingresos_mensuales,antiguedad_laboral,tipo_empleo,monto_prestamo,plazo_meses,historial_crediticio,num_creditos_activos,deuda_actual,tiene_vivienda_propia,ratio_cuota_ingreso,default
21,4035.0,17,Formal,7047.0,24,Bueno,1,678.0,0,0.073,1
42,3249.0,9,Formal,3116.0,24,Bueno,3,547.0,0,0.04,0
69,5748.0,18,Informal,11334.0,48,Bueno,0,8799.0,1,0.041,0
42,4545.0,22,Independiente,7803.0,24,Regular,5,3127.0,0,0.072,1
55,2287.0,0,Formal,4422.0,12,Regular,5,3871.0,1,0.161,0
33,3591.0,25,Independiente,4872.0,48,Bueno,4,3211.0,0,0.028,0
59,2450.0,0,Informal,14267.0,12,Regular,1,3050.0,0,0.485,1
59,1486.0,3,Formal,3383.0,12,Regular,0,2212.0,1,0.19,0
50,7625.0,21,Formal,14682.0,36,Bueno,4,12002.0,1,0.053,0
58,4229.0,18,Formal,5920.0,12,Bueno,4,1237.0,0,0.117,0
49,3641.0,29,Informal,6152.0,24,Bueno,5,1420.0,0,0.07,0
39,3343.0,17,Independiente,8254.0,60,Regular,2,903.0,1,0.041,1
57,4064.0,12,Formal,2601.0,48,Bueno,1,3259.0,0,0.013,1
61,3328.0,20,Independiente,7785.0,48,Bueno,5,929.0,0,0.049,0
62,2769.0,22,Independiente,10214.0,36,Bueno,0,3244.0,0,0.102,0
31,3401.0,20,Formal,5233.0,12,Bueno,3,2221.0,0,0.128,0
54,6667.0,11,Informal,6729.0,48,Regular,2,11569.0,1,0.021,1
21,5698.0,28,Independiente,19396.0,36,Bueno,3,8375.0,1,0.095,0
49,3402.0,9,Formal,10827.0,12,Bueno,2,4435.0,1,0.265,0
48,7933.0,10,Informal,3937.0,24,Regular,0,9834.0,1,0.021,0
38,3936.0,8,Formal,5048.0,36,Regular,3,281.0,1,0.036,1
69,2997.0,8,Formal,5815.0,12,Malo,1,451.0,0,0.162,0
64,4621.0,6,Formal,11206.0,24,Regular,0,3594.0,0,0.101,1
22,7076.0,17,Formal,3929.0,24,Bueno,2,11650.0,1,0.023,0
31,6543.0,21,Independiente,9688.0,36,Bueno,1,1107.0,0,0.041,1
31,3052.0,12,Formal,9723.0,12,Malo,4,2308.0,0,0.265,1
64,2565.0,27,Formal,6969.0,36,Regular,2,3666.0,0,0.075,0
46,3518.0,14,Informal,11415.0,24,Bueno,3,2025.0,0,0.135,0
56,4910.0,14,Formal,4164.0,36,Bueno,2,8214.0,1,0.024,0
60,5409.0,2,Formal,12681.0,24,Regular,5,9100.0,0,0.098,0
58,6184.0,27,Formal,2275.0,36,Bueno,0,634.0,1,0.01,0
25,4315.0,4,Informal,3916.0,36,Regular,0,4788.0,0,0.025,1
27,4368.0,4,Formal,2308.0,36,Regular,5,1145.0,1,0.015,0
40,4256.0,28,Formal,4307.0,12,Bueno,1,3378.0,0,0.084,0
37,5875.0,15,Informal,9821.0,36,Malo,4,9494.0,1,0.046,1
57,5445.0,2,Formal,8452.0,48,Malo,3,719.0,1,0.032,0
28,3012.0,13,Informal,7746.0,24,Bueno,4,5082.0,1,0.107,1
39,5193.0,17,Independiente,4266.0,36,Bueno,3,9296.0,0,0.023,0
32,5731.0,0,Informal,6665.0,36,Malo,1,6914.0,1,0.032,0
30,5905.0,22,Formal,12751.0,48,Bueno,3,3787.0,1,0.045,1
29,4547.0,20,Informal,4374.0,36,Malo,1,2054.0,1,0.027,1
30,4455.0,0,Formal,4494.0,60,Bueno,2,3469.0,1,0.017,0
48,4000.0,18,Formal,4607.0,36,Regular,3,1295.0,1,0.032,0
41,4156.0,6,Independiente,7517.0,36,Regular,0,150.0,0,0.05,0
42,7445.0,22,Formal,9340.0,24,Bueno,0,841.0,0,0.052,0
44,4208.0,11,Formal,10533.0,36,Regular,4,5026.0,0,0.07,0
57,3101.0,6,Independiente,5806.0,12,Bueno,0,116.0,0,0.156,1
63,4583.0,15,Formal,5497.0,36,Bueno,5,2487.0,1,0.033,0
46,5368.0,13,Formal,4917.0,24,Bueno,3,6536.0,0,0.038,0
52,5811.0,10,Formal,9017.0,36,Bueno,4,1828.0,1,0.043,0
57,2757.0,26,Formal,2661.0,48,Bueno,2,1649.0,0,0.02,0
54,6843.0,19,Independiente,6255.0,60,Bueno,4,387.0,0,0.015,0
27,5293.0,14,Independiente,6278.0,24,Bueno,1,1071.0,1,0.049,0
69,6693.0,6,Formal,9798.0,48,Bueno,3,2722.0,0,0.03,0
29,2387.0,17,Formal,3135.0,48,Bueno,1,542.0,0,0.027,0
41,5991.0,0,Formal,10218.0,48,Regular,4,5091.0,0,0.036,1
52,2709.0,26,Formal,8714.0,48,Bueno,2,619.0,0,0.067,0
40,3669.0,0,Formal,17011.0,24,Regular,4,2015.0,0,0.193,0
32,5358.0,20,Independiente,15263.0,48,Bueno,5,6978.0,1,0.059,0
66,2612.0,10,Formal,12257.0,36,Bueno,0,3074.0,1,0.13,0
24,3318.0,21,Independiente,1914.0,48,Bueno,0,2287.0,0,0.012,0
33,2371.0,10,Formal,3320.0,24,Bueno,2,3974.0,1,0.058,0
69,5304.0,0,Formal,11439.0,24,Bueno,3,7516.0,0,0.09,1
56,2993.0,28,Formal,6169.0,24,Regular,5,3271.0,1,0.086,0
25,4108.0,22,Formal,15250.0,36,Bueno,2,3230.0,0,0.103,0
57,4747.0,1,Independiente,7064.0,36,Bueno,5,513.0,1,0.041,0
68,4564.0,0,Independiente,9611.0,48,Regular,4,3392.0,1,0.044,0
25,4410.0,15,Informal,9235.0,12,Bueno,4,4328.0,0,0.175,1
41,4407.0,28,Formal,6960.0,12,Regular,5,7861.0,0,0.132,0
43,2429.0,17,Formal,11544.0,24,Regular,1,4161.0,0,0.198,0
27,3744.0,0,Informal,10028.0,24,Bueno,4,756.0,1,0.112,0
30,4392.0,20,Independiente,3511.0,36,Bueno,4,7742.0,0,0.022,1
29,4216.0,12,Formal,20119.0,48,Bueno,5,5727.0,1,0.099,1
30,3904.0,19,Formal,3323.0,60,Regular,1,4792.0,0,0.014,0
40,3142.0,10,Formal,4484.0,24,Malo,4,5110.0,1,0.059,0
43,4527.0,0,Formal,9522.0,24,Bueno,1,2649.0,1,0.088,0
32,4839.0,0,Independiente,8566.0,48,Malo,5,3478.0,0,0.037,1
35,3480.0,18,Formal,10491.0,24,Bueno,3,5456.0,1,0.126,0
30,5827.0,19,Informal,6052.0,48,Bueno,5,1091.0,1,0.022,0
60,6899.0,9,Independiente,8914.0,36,Bueno,3,8806.0,0,0.036,1
31,4138.0,2,Independiente,4666.0,48,Malo,0,6032.0,0,0.023,1
65,3036.0,23,Formal,7063.0,12,Bueno,2,4837.0,0,0.194,0
47,2600.0,4,Independiente,14257.0,60,Regular,3,1026.0,1,0.091,1
60,3650.0,5,Informal,3312.0,60,Bueno,3,4463.0,1,0.015,0
52,4026.0,13,Formal,11934.0,12,Malo,3,621.0,1,0.247,1
34,2550.0,21,Independiente,6306.0,36,Regular,4,3952.0,0,0.069,1
50,3609.0,29,Formal,4086.0,36,Regular,3,3130.0,0,0.031,0
34,5711.0,18,Formal,4256.0,24,Regular,1,6416.0,1,0.031,1
26,1786.0,28,Informal,6199.0,60,Bueno,0,2737.0,0,0.058,0
33,4234.0,19,Independiente,12235.0,24,Malo,1,3857.0,1,0.12,1
34,3311.0,25,Independiente,8884.0,24,Regular,0,3032.0,0,0.112,1
27,4072.0,5,Formal,3146.0,12,Bueno,4,3406.0,1,0.064,0
22,7042.0,1,Informal,11600.0,36,Malo,5,7614.0,0,0.046,1
67,4002.0,20,Independiente,10566.0,48,Regular,5,5167.0,0,0.055,1
46,3790.0,29,Formal,2292.0,36,Regular,3,5493.0,1,0.017,0
40,5177.0,22,Informal,3974.0,36,Regular,5,278.0,0,0.021,1
66,4550.0,10,Formal,12928.0,12,Bueno,3,2851.0,0,0.237,1
32,4241.0,14,Formal,6981.0,48,Bueno,0,3302.0,0,0.034,1
40,4610.0,3,Informal,11562.0,36,Bueno,3,819.0,1,0.07,0
62,6292.0,10,Formal,1603.0,36,Malo,3,8513.0,1,0.007,1
51,5573.0,20,Formal,1252.0,36,Regular,3,5245.0,1,0.006,0
40,3695.0,4,Formal,9888.0,60,Regular,4,13.0,0,0.045,0
33,6897.0,14,Informal,4934.0,48,Bueno,5,7838.0,1,0.015,0
22,3385.0,8,Formal,10196.0,36,Malo,1,2066.0,0,0.084,0
25,4234.0,14,Formal,11645.0,36,Bueno,0,5540.0,0,0.076,1
28,4413.0,22,Formal,4988.0,12,Bueno,3,1427.0,0,0.094,0
59,3631.0,26,Formal,6614.0,36,Malo,0,8.0,0,0.051,1
52,6609.0,12,Formal,5801.0,36,Regular,2,1033.0,0,0.024,0
42,3564.0,24,Informal,4939.0,48,Malo,5,2825.0,1,0.029,1
59,3886.0,21,Independiente,7892.0,36,Regular,3,5232.0,0,0.056,1
28,5877.0,27,Informal,10998.0,24,Bueno,5,6389.0,0,0.078,0
31,3430.0,22,Independiente,4506.0,24,Bueno,0,92.0,0,0.055,0
40,2512.0,16,Formal,4492.0,12,Malo,4,2675.0,1,0.149,1
65,4279.0,20,Formal,5014.0,48,Bueno,1,3714.0,0,0.024,0
51,2781.0,9,Independiente,9530.0,60,Regular,0,3987.0,0,0.057,1
62,2669.0,20,Formal,11601.0,36,Bueno,1,1233.0,0,0.121,1
33,1801.0,21,Independiente,5744.0,36,Bueno,5,2331.0,1,0.089,1
62,1887.0,18,Formal,1982.0,36,Regular,2,2146.0,0,0.029,0
24,1939.0,3,Independiente,3679.0,24,Malo,5,2174.0,0,0.079,1
32,7247.0,15,Formal,5546.0,24,Bueno,0,5290.0,0,0.032,0
46,1936.0,21,Formal,4163.0,24,Bueno,3,45.0,1,0.09,0
23,2755.0,5,Informal,3131.0,60,Bueno,2,931.0,0,0.019,0
63,3911.0,23,Formal,7166.0,12,Bueno,1,5943.0,0,0.153,0
63,5091.0,25,Formal,22848.0,36,Regular,3,5653.0,0,0.125,0
47,5285.0,16,Formal,3829.0,24,Bueno,3,5500.0,1,0.03,0
35,3037.0,28,Formal,7933.0,36,Bueno,0,2874.0,0,0.073,0
25,4206.0,25,Independiente,9277.0,24,Regular,3,582.0,1,0.092,0
51,3869.0,13,Informal,9689.0,60,Regular,1,2421.0,1,0.042,1
47,4118.0,26,Informal,6729.0,24,Bueno,4,4589.0,1,0.068,0
58,4319.0,27,Independiente,3229.0,60,Malo,1,976.0,1,0.012,0
50,4741.0,3,Independiente,10961.0,36,Bueno,1,7860.0,1,0.064,0
27,3288.0,29,Formal,2510.0,36,Bueno,5,430.0,0,0.021,0
26,6190.0,0,Informal,6341.0,48,Malo,1,7574.0,0,0.021,1
59,7641.0,14,Independiente,5978.0,36,Bueno,0,4143.0,1,0.022,0
28,3574.0,28,Formal,3393.0,12,Malo,3,5556.0,0,0.079,0
66,8612.0,21,Informal,5014.0,48,Regular,3,12817.0,0,0.012,1
26,3361.0,8,Independiente,9511.0,36,Malo,3,2016.0,0,0.079,1
56,4233.0,19,Formal,6339.0,36,Bueno,2,3521.0,0,0.042,0
68,3882.0,6,Independiente,2787.0,48,Bueno,0,6702.0,0,0.015,0
42,4172.0,7,Formal,10251.0,36,Malo,1,4565.0,0,0.068,1
23,5935.0,27,Formal,16743.0,24,Regular,0,64.0,0,0.118,1
63,3800.0,1,Formal,3032.0,24,Malo,5,5316.0,1,0.033,0
30,2628.0,28,Independiente,6641.0,24,Bueno,1,1709.0,0,0.105,0
46,3267.0,13,Formal,6780.0,36,Regular,3,1622.0,0,0.058,0
69,3804.0,1,Formal,2985.0,24,Bueno,1,5698.0,1,0.033,0
57,4371.0,23,Formal,13165.0,12,Bueno,3,7612.0,1,0.251,0
23,3042.0,1,Formal,6863.0,48,Bueno,0,340.0,0,0.047,0
61,3164.0,9,Independiente,11166.0,24,Regular,0,2223.0,1,0.147,0
28,4429.0,7,Formal,8208.0,24,Bueno,1,2230.0,0,0.077,1
57,4485.0,23,Formal,12899.0,48,Bueno,1,7248.0,1,0.06,0
51,5620.0,11,Formal,8142.0,48,Regular,1,8778.0,1,0.03,0
35,3252.0,19,Formal,5334.0,48,Malo,1,5275.0,1,0.034,1
41,4911.0,2,Formal,9116.0,24,Bueno,4,377.0,0,0.077,0
26,3884.0,20,Informal,4230.0,36,Regular,2,350.0,0,0.03,1
69,3421.0,21,Formal,9609.0,60,Malo,0,3395.0,0,0.047,1
32,3931.0,8,Formal,3824.0,24,Bueno,5,1181.0,1,0.041,0
36,4130.0,26,Formal,6511.0,12,Regular,3,838.0,0,0.131,1
45,2526.0,14,Independiente,5805.0,24,Malo,2,1184.0,1,0.096,1
53,2598.0,20,Formal,7825.0,48,Regular,3,3317.0,1,0.063,0
45,5157.0,5,Independiente,14045.0,24,Bueno,1,6235.0,1,0.113,0
45,3543.0,27,Independiente,4915.0,36,Regular,2,5007.0,0,0.039,0
49,4382.0,7,Formal,10780.0,36,Regular,0,495.0,0,0.068,1
63,5101.0,18,Formal,13130.0,60,Regular,4,7037.0,0,0.043,1
40,3939.0,2,Informal,10601.0,24,Bueno,2,3479.0,1,0.112,1
61,4944.0,1,Formal,7793.0,36,Bueno,4,2785.0,0,0.044,0
59,4140.0,3,Independiente,7576.0,60,Regular,0,4548.0,1,0.03,1
68,4210.0,28,Independiente,4740.0,24,Bueno,0,6059.0,1,0.047,0
65,6117.0,6,Formal,2537.0,36,Malo,2,1144.0,0,0.012,0
60,3785.0,26,Independiente,7002.0,12,Bueno,0,5500.0,0,0.154,0
33,5179.0,17,Formal,13752.0,24,Regular,5,5308.0,0,0.111,1
58,2361.0,2,Formal,14796.0,12,Bueno,0,2635.0,0,0.522,0
57,4325.0,13,Independiente,2863.0,24,Regular,3,6843.0,1,0.028,0
35,6695.0,14,Informal,14551.0,24,Malo,2,8556.0,0,0.091,1
54,8859.0,8,Formal,9349.0,48,Bueno,1,9305.0,0,0.022,1
33,2405.0,18,Independiente,8773.0,36,Bueno,0,1455.0,0,0.101,0
46,3536.0,25,Formal,13696.0,36,Malo,1,3248.0,1,0.108,0
60,2803.0,26,Independiente,11612.0,36,Regular,0,4221.0,1,0.115,0
30,3840.0,15,Formal,3786.0,60,Regular,3,6882.0,0,0.016,0
37,5487.0,26,Formal,4427.0,24,Bueno,1,7468.0,0,0.034,1
59,6199.0,27,Informal,2348.0,12,Malo,0,8817.0,0,0.032,1
43,6275.0,2,Independiente,8558.0,12,Regular,0,7900.0,0,0.114,0
68,2326.0,19,Formal,4058.0,48,Bueno,5,3211.0,0,0.036,0
21,4098.0,23,Informal,5224.0,48,Bueno,1,1794.0,0,0.027,0
56,3228.0,0,Formal,12813.0,36,Bueno,3,2463.0,1,0.11,1
60,3759.0,18,Independiente,9191.0,12,Regular,2,3762.0,0,0.204,0
65,3393.0,27,Independiente,9326.0,36,Regular,2,3356.0,0,0.076,0
28,2369.0,8,Informal,19901.0,36,Bueno,5,2547.0,0,0.233,1
69,6222.0,25,Formal,1028.0,24,Bueno,4,10903.0,1,0.007,0
40,3053.0,28,Independiente,4193.0,12,Bueno,3,4700.0,1,0.114,0
38,3250.0,19,Independiente,5786.0,24,Bueno,1,4843.0,0,0.074,1
38,6710.0,18,Formal,4358.0,36,Malo,5,10029.0,0,0.018,1
52,2217.0,16,Informal,11116.0,60,Regular,0,3166.0,0,0.084,0
53,4716.0,12,Formal,6180.0,24,Bueno,3,5766.0,1,0.055,0
44,5770.0,13,Formal,3545.0,60,Bueno,3,2664.0,0,0.01,0
24,6507.0,15,Independiente,8150.0,36,Bueno,5,10023.0,0,0.035,0
69,4598.0,14,Formal,8918.0,36,Regular,0,2315.0,0,0.054,1
31,5214.0,24,Informal,3723.0,48,Bueno,1,6803.0,0,0.015,0
25,5769.0,23,Formal,6354.0,36,Bueno,0,1152.0,0,0.031,0
50,3861.0,10,Formal,9035.0,12,Malo,1,3803.0,0,0.195,1
41,2897.0,15,Independiente,13208.0,24,Regular,5,1662.0,0,0.19,1
51,6903.0,6,Informal,4629.0,48,Regular,0,8753.0,0,0.014,1
63,5008.0,5,Independiente,9588.0,36,Bueno,4,7710.0,1,0.053,1
25,4096.0,11,Formal,5040.0,24,Bueno,5,114.0,1,0.051,0
34,2414.0,1,Formal,7326.0,36,Malo,0,497.0,0,0.084,0
46,1666.0,25,Independiente,3925.0,24,Regular,2,2775.0,1,0.098,1
59,4682.0,3,Informal,9428.0,24,Regular,5,2016.0,0,0.084,1
50,1627.0,9,Independiente,12006.0,48,Regular,4,2140.0,0,0.154,1
39,4080.0,7,Independiente,6514.0,36,Bueno,0,5967.0,0,0.044,0
50,3105.0,6,Formal,6049.0,24,Regular,5,4139.0,1,0.081,1
69,3390.0,11,Formal,5728.0,36,Bueno,4,196.0,0,0.047,0
44,6301.0,21,Formal,3307.0,60,Bueno,1,8341.0,1,0.009,0
64,3115.0,26,Formal,10458.0,24,Bueno,2,5392.0,0,0.14,0
59,4154.0,5,Formal,13025.0,24,Bueno,1,2758.0,1,0.131,0
35,3122.0,7,Independiente,4476.0,24,Bueno,3,3991.0,0,0.06,1
33,4523.0,14,Independiente,7883.0,12,Bueno,4,2251.0,0,0.145,1
58,4291.0,9,Formal,9288.0,12,Bueno,4,7704.0,0,0.18,1
31,4081.0,23,Informal,4989.0,12,Malo,5,1530.0,0,0.102,0
37,5776.0,6,Formal,14763.0,12,Malo,0,3177.0,0,0.213,1
32,2219.0,12,Independiente,7965.0,36,Bueno,5,671.0,0,0.1,1
50,2006.0,16,Independiente,2861.0,24,Bueno,5,3449.0,1,0.059,0
35,2573.0,11,Informal,12356.0,24,Regular,2,2647.0,1,0.2,1
53,4299.0,18,Informal,6661.0,48,Bueno,0,1911.0,1,0.032,0
66,4804.0,23,Independiente,5490.0,12,Regular,1,1163.0,1,0.095,0
61,1280.0,15,Formal,10029.0,24,Bueno,5,2016.0,0,0.326,0
67,4781.0,13,Independiente,5087.0,60,Regular,0,539.0,0,0.018,0
22,7358.0,28,Informal,14260.0,36,Bueno,0,8520.0,0,0.054,0
43,3568.0,29,Formal,12591.0,36,Regular,0,3918.0,1,0.098,0
31,6971.0,29,Independiente,15323.0,36,Bueno,1,9684.0,0,0.061,1
65,4653.0,0,Formal,19299.0,60,Bueno,4,5711.0,0,0.069,1
55,6659.0,25,Independiente,9210.0,12,Bueno,0,10026.0,1,0.115,0
36,6181.0,26,Formal,7013.0,12,Bueno,5,423.0,1,0.095,0
48,3569.0,24,Independiente,4971.0,48,Malo,2,2764.0,0,0.029,1
50,5496.0,22,Formal,9704.0,12,Bueno,3,801.0,0,0.147,0
45,3566.0,10,Formal,19010.0,36,Bueno,3,2601.0,0,0.148,0
44,7305.0,21,Formal,3321.0,12,Regular,4,7374.0,0,0.038,0
23,3691.0,17,Independiente,8339.0,24,Bueno,3,3945.0,0,0.094,0
43,4889.0,24,Informal,2836.0,36,Malo,0,8138.0,1,0.016,0
38,7834.0,10,Formal,2765.0,36,Regular,4,12997.0,0,0.01,1
61,4968.0,22,Formal,13259.0,36,Bueno,0,2770.0,1,0.074,0
63,3431.0,23,Independiente,12114.0,24,Regular,3,4317.0,1,0.147,0
57,2464.0,25,Independiente,4822.0,24,Regular,5,3161.0,0,0.082,1
22,2226.0,5,Formal,3680.0,48,Bueno,3,3835.0,1,0.034,0
62,4772.0,25,Independiente,15649.0,12,Regular,2,721.0,0,0.273,0
40,3930.0,6,Informal,3843.0,36,Bueno,1,4366.0,1,0.027,1
41,2591.0,28,Formal,3153.0,36,Bueno,4,1899.0,1,0.034,0
67,5275.0,1,Formal,3919.0,24,Regular,3,3298.0,0,0.031,1
63,5248.0,6,Formal,8820.0,24,Regular,4,5833.0,0,0.07,1
23,3904.0,18,Informal,20766.0,48,Regular,5,1964.0,1,0.111,1
38,6771.0,16,Informal,5016.0,24,Bueno,3,437.0,0,0.031,0
57,2075.0,20,Independiente,13167.0,12,Regular,2,2905.0,0,0.529,0
47,3480.0,12,Informal,7530.0,60,Bueno,3,544.0,1,0.036,1
33,4958.0,0,Formal,1993.0,12,Regular,2,2929.0,1,0.033,1
46,2701.0,18,Independiente,5107.0,48,Bueno,1,2892.0,0,0.039,1
63,5469.0,15,Independiente,12187.0,12,Bueno,2,6140.0,0,0.186,1
31,6067.0,15,Informal,11831.0,24,Bueno,2,7276.0,1,0.081,0
57,1459.0,11,Independiente,4683.0,36,Bueno,1,2612.0,1,0.089,0
57,6859.0,26,Formal,10428.0,12,Bueno,1,4956.0,0,0.127,0
64,4847.0,23,Formal,6581.0,48,Bueno,3,1200.0,1,0.028,0
35,3329.0,5,Formal,8633.0,24,Bueno,0,827.0,1,0.108,0
31,2297.0,1,Informal,13572.0,36,Bueno,0,2110.0,0,0.164,0
47,5743.0,5,Formal,4795.0,48,Bueno,4,3967.0,0,0.017,0
47,2541.0,1,Independiente,5638.0,36,Regular,5,4177.0,1,0.062,1
41,4844.0,21,Formal,13709.0,36,Malo,1,4455.0,1,0.079,0
59,2580.0,18,Formal,19577.0,24,Malo,0,2099.0,1,0.316,1
60,4046.0,13,Formal,11368.0,12,Malo,2,6280.0,0,0.234,1
33,5646.0,17,Independiente,8337.0,60,Malo,1,8091.0,0,0.025,0
59,3345.0,24,Formal,11311.0,36,Bueno,5,4298.0,1,0.094,0
32,6841.0,24,Formal,5091.0,36,Bueno,0,6494.0,0,0.021,0
40,5001.0,13,Formal,7287.0,36,Bueno,3,2112.0,0,0.04,0
22,2705.0,17,Informal,2746.0,24,Bueno,2,2763.0,1,0.042,1
37,2365.0,17,Independiente,5158.0,12,Regular,2,493.0,0,0.182,0
67,2981.0,28,Independiente,8931.0,24,Malo,4,2880.0,1,0.125,1
42,3974.0,22,Informal,7884.0,36,Regular,1,6091.0,0,0.055,1
55,7093.0,9,Independiente,1624.0,24,Malo,5,6575.0,0,0.01,1
26,7616.0,26,Independiente,6142.0,12,Regular,5,939.0,0,0.067,1
52,3298.0,11,Independiente,7795.0,36,Bueno,2,186.0,1,0.066,1
39,3259.0,22,Formal,7965.0,36,Bueno,2,5048.0,0,0.068,1
57,5314.0,29,Formal,3113.0,36,Malo,1,2145.0,0,0.016,0
66,5297.0,24,Informal,10538.0,48,Regular,4,5012.0,0,0.041,1
47,6417.0,3,Formal,18069.0,36,Bueno,4,8972.0,1,0.078,0
26,6483.0,6,Formal,11240.0,12,Bueno,2,2955.0,1,0.144,0
44,2903.0,23,Informal,7290.0,48,Regular,4,3853.0,0,0.052,0
27,2190.0,3,Formal,15855.0,36,Regular,2,297.0,0,0.201,1
43,5029.0,0,Independiente,5099.0,36,Bueno,4,6777.0,0,0.028,0
23,4384.0,7,Independiente,9794.0,48,Malo,4,505.0,0,0.047,1
52,1778.0,14,Formal,6855.0,12,Bueno,2,887.0,1,0.321,0
36,1878.0,3,Formal,15951.0,36,Malo,3,868.0,0,0.236,0
30,2171.0,4,Formal,4015.0,24,Regular,3,3483.0,0,0.077,1
21,4937.0,10,Independiente,4009.0,12,Regular,0,4750.0,0,0.068,1
64,3843.0,17,Informal,13882.0,36,Malo,0,5832.0,0,0.1,1
62,4980.0,16,Informal,9405.0,24,Regular,1,5220.0,0,0.079,1
60,2636.0,23,Formal,14501.0,12,Bueno,1,3829.0,1,0.458,0
23,5116.0,29,Formal,4247.0,36,Malo,1,5077.0,1,0.023,1
38,4588.0,0,Independiente,4721.0,24,Bueno,5,3716.0,1,0.043,0
68,5258.0,20,Independiente,8514.0,36,Bueno,3,6227.0,0,0.045,1
49,3386.0,4,Formal,2817.0,12,Regular,0,1746.0,0,0.069,1
27,3115.0,10,Formal,8184.0,36,Bueno,5,5151.0,0,0.073,0
27,2296.0,10,Formal,5587.0,36,Bueno,1,3753.0,1,0.068,0
33,3598.0,21,Formal,6832.0,36,Bueno,5,471.0,0,0.053,1
68,5967.0,7,Independiente,10503.0,48,Bueno,1,9847.0,0,0.037,0
29,6595.0,26,Informal,10803.0,60,Bueno,0,2159.0,0,0.027,1
65,2549.0,11,Formal,17574.0,12,Regular,0,3126.0,0,0.575,0
54,3973.0,24,Independiente,12736.0,24,Bueno,2,5886.0,1,0.134,1
66,7135.0,28,Formal,2029.0,48,Regular,5,3098.0,0,0.006,1
61,7514.0,15,Formal,4215.0,36,Bueno,3,1524.0,1,0.016,0
37,3543.0,3,Formal,4431.0,60,Bueno,0,4822.0,1,0.021,0
61,6170.0,21,Formal,12027.0,48,Bueno,1,4914.0,1,0.041,0
29,5766.0,12,Formal,16203.0,48,Bueno,2,5051.0,0,0.059,0
35,5586.0,10,Independiente,3372.0,12,Malo,3,7660.0,1,0.05,1
31,2055.0,13,Independiente,12196.0,24,Malo,5,939.0,1,0.247,0
27,3224.0,8,Independiente,7298.0,36,Bueno,0,564.0,0,0.063,1
25,3812.0,8,Independiente,6720.0,36,Bueno,0,6572.0,0,0.049,1
30,3771.0,29,Formal,5052.0,48,Regular,4,4749.0,0,0.028,1
26,3957.0,8,Formal,6191.0,60,Bueno,0,4645.0,0,0.026,1
39,7839.0,13,Formal,8207.0,24,Bueno,4,4698.0,0,0.044,0
24,3588.0,21,Formal,5402.0,36,Bueno,2,6431.0,1,0.042,0
24,4668.0,6,Formal,9146.0,48,Regular,2,1870.0,1,0.041,0
69,4606.0,18,Informal,6737.0,48,Bueno,0,1477.0,1,0.03,0
25,3975.0,26,Informal,6315.0,48,Malo,4,2277.0,0,0.033,1
24,2610.0,24,Independiente,10108.0,36,Bueno,1,3472.0,1,0.108,0
22,4176.0,0,Independiente,8648.0,60,Bueno,0,1782.0,0,0.035,1
27,1765.0,12,Independiente,1676.0,24,Malo,3,994.0,0,0.04,0
46,4844.0,0,Independiente,9366.0,12,Bueno,0,4618.0,0,0.161,0
61,1655.0,18,Independiente,8379.0,12,Bueno,1,1936.0,0,0.422,0
57,4680.0,9,Formal,13183.0,36,Bueno,1,1257.0,0,0.078,0
49,3160.0,26,Informal,8568.0,48,Regular,3,3724.0,1,0.056,1
25,2746.0,5,Independiente,5992.0,36,Regular,4,1883.0,0,0.061,0
58,5345.0,25,Formal,4939.0,36,Bueno,5,3330.0,1,0.026,0
22,3432.0,10,Independiente,2518.0,24,Bueno,5,488.0,0,0.031,0
51,4095.0,27,Independiente,7239.0,48,Bueno,1,7179.0,1,0.037,0
41,2082.0,5,Informal,4461.0,24,Bueno,1,2598.0,0,0.089,1
64,6785.0,8,Formal,14274.0,36,Bueno,1,1220.0,1,0.058,1
36,4245.0,10,Formal,7417.0,24,Bueno,1,2798.0,1,0.073,0
52,4241.0,29,Formal,3739.0,36,Bueno,0,611.0,0,0.024,0
42,6242.0,22,Formal,2114.0,36,Regular,3,6084.0,1,0.009,0
46,4884.0,24,Formal,2606.0,36,Regular,0,6155.0,1,0.015,0
67,1389.0,16,Formal,8937.0,36,Regular,0,141.0,0,0.179,1
55,7051.0,23,Formal,15171.0,60,Regular,2,11704.0,1,0.036,0
41,3539.0,18,Formal,9978.0,60,Bueno,4,2383.0,0,0.047,0
42,6886.0,20,Independiente,6821.0,24,Regular,2,2910.0,1,0.041,0
55,3492.0,25,Independiente,19789.0,12,Bueno,2,816.0,0,0.472,0
37,3195.0,29,Formal,11182.0,12,Regular,1,838.0,0,0.292,1
29,4758.0,17,Formal,8612.0,24,Bueno,4,7278.0,0,0.075,0
43,8464.0,13,Independiente,5897.0,24,Regular,1,7314.0,0,0.029,1
24,6167.0,19,Formal,15601.0,48,Malo,5,8863.0,0,0.053,1
29,4957.0,22,Independiente,6228.0,60,Bueno,0,2026.0,0,0.021,0
41,4730.0,29,Formal,4451.0,24,Bueno,4,2707.0,1,0.039,0
60,4161.0,20,Formal,6987.0,48,Malo,4,3090.0,0,0.035,1
59,6764.0,28,Informal,7795.0,48,Bueno,2,5534.0,0,0.024,0
33,5397.0,21,Formal,11717.0,24,Bueno,2,949.0,1,0.09,1
